#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	381816081543901	117.0 HAYZLETT FORK AT GARRETTS BEND, W. VA.
USGS	381823082115801	097.0 BEAR CREEK NEAR WEST HAMLIN, W. VA.
USGS	381824080492201	R55.0 GLADE CR NR SUMMERSVILLE WV
USGS	381828082252839	Z09.0BEECH FK BLW BEECH FK DAM WV
USGS	381830081434039	U02.4TRACE FK @ RUTH WV
USGS	381839080500939	R14.0MUDDLETY CR @ HWY 41 BR @ SUMMERSVILLE WV
USGS	381840080115001	R32.0 BIG LAUREL CR IN HANDLEY HUNT & FISH AREA
USGS	381843081503800	ISLAND CREEK NEAR TORNADO W. VA.             703
USGS	381851078363101	AT 23071 UNNAMED INTERMIT TRIB TO HAWKSBILL CR VA
USGS	381854081320439	S10.0CAMPBELLS CR @ HWY 73 BR D/S OF COAL FK WV
USGS	381855078375101	AT 23070 HAWKSBILL CREEK VA
USGS	381855081434239	U02.5TRACE FK D/S DRYDEN HOLLOW @ RUTH WV
USGS	381859080524901	PINE RUN BLW MINING
USGS	381910080120201	Little Laurel Creek at Handley Public Hunting Area
USGS	381911081552001	118.0 TRACE FORK NEAR GARRETTS BEND, W. VA.
USGS	381912082263701	110.0 BEECH FORK AT LAVALETTE, WV
USGS	381914080553901	GARDEN CK NR GILBO
USGS	381915080521401	PINE RUN ABOVE MINING
USGS	381916080101901	Noname Trib of Little Laurel Ck
USGS	381926082073701	115.0 BUFFALO CREEK NEAR PORTERSVILLE, W. VA.
USGS	381927081011701	R24.0TWENTYMILE CR @ HWY 20/1 BR NR VAUGHAN WV
USGS	381936081583401	120.0 TURKEY CREEK NEAR MT MORIAH CHURCH, W. VA.
USGS	381942080395639	R12.0BIG BEAVER CR @ HWY 5 BR @ CRAIGSVILLE WV
USGS	381947082042401	124.0 BIG CREEK AT BOWLES, W. VA.
USGS	381955082142901	100.0 SMITH CREEK AT SARAH, W. VA.
USGS	381956081583801	119.0 TRACE FORK NEAR MT MORIAH CHURCH, W. VA.
USGS	381956081583839	X09.0TRACE FK @ HWY 37 BR NR MT MORIAH WV
USGS	382000079581201	098.0 CLOVER LICK CREEK AT CLOVER LICK, W. VA.
USGS	382003080552101	TRIBUTARY TO GARDEN CR
USGS	382003082125901	099.0 TRACE CREEK AT SALT ROCK, W. VA.
USGS	382005082155101	101.0 MERRITT CREEK AT SARAH, W. VA.
USGS	382006080223301	R35.0 MIDDLE FK WILLIAMS R @ THREE FK WILLIAMS R
USGS	382006082041101	123.0 TRACE FORK NEAR BOWLES, W. VA.
USGS	382008082000601	121.0 CLYMER CREEK NR NYE, W. VA.
USGS	382012082022601	122.0 SYCAMORE CREEK AT NYE, W. VA.
USGS	382020081503039	V19.0COAL R @ TORNADO WV
USGS	382020081503300	FALLS CREEK AT TORNADO W VA                  705
USGS	382027080135839	R01.0WILLIAMS R @ HWY 135 BR NR HANDLEY P H A WV
USGS	382032080223001	R34.0 WILLIAMS R @ THREE FKS WILLIAMS R
USGS	382032081423439	U02.0DAVIS CR U/S FROM TRACE FK @ DAVIS CR WV
USGS	382033080134001	R33.0 TEA CR NR MOUTH OF TEA CR
USGS	382033081495200	SMITH CREEK AT TORNADO W VA                  706
USGS	382104082172701	102.0 HEATH CREEK NEAR SARAH, W. VA.
USGS	382110081520500	BROWNS CREEK NEAR TORNADO W VA               707
USGS	382115080453901	A11-R-MT MCMILLION CREEK TRIB AT WERTH WV
USGS	382119081210161	MORRIS FORK NEAR SANDERSON, WV
USGS	382120080380401	K9-R-C BARN RUN NR COTTLE WV
USGS	382120082303101	110.5 TWELVEPOLE CREEK @ BUFFALO CREEK, WV
USGS	382122080242301	LAUREL RUN, TRIB TO WILLIAMS RIVER
USGS	382124081191461	MIDDLE FORK NEAR SANDERSON, WV
USGS	382129080244601	TRIB TO WILLIAMS RIVER NR LAUREL RUN
USGS	382129081382301	ELK R. AT WASHINGTON ST. BR. AT CHARLESTON, WV
USGS	382130081373701	ELK RIVER AT SPRING ST. BRIDGE AT CHARLESTON, WV
USGS	382132081191361	BLUE CREEK NEAR SANDERSON, WV
USGS	382135079552801	095.0 SITLINGTON CREEK AT SITLINGTON, W. VA.
USGS	382138079541201	094.0 THOMAS CREEK NEAR DUNMORE, W. VA.
USGS	382145081215239	T26.0BLUE CR @ HWY 57 BR @ SANDERSON WV
USGS	382149079580201	096.0 ELKLICK RUN AT STONY BOTTOM, W. VA.
USGS	382150081380201	USGS QW LAB-DUNBAR STREET
USGS	382156080490701	R54.0 MCMILLION CR NR MUDDLETY WV
USGS	382157079524201	093.0 MOORE RUN AT DUNMORE, W. VA.
USGS	382157081400801	KANAWHA R AT PATRICK ST BRIDGE, CHARLESTON, WV
USGS	382209078321401	AT 23072 ELK RUN VA
USGS	382216081493800	INDIAN CREEK AT SAINT ALBANS, W. VA.         708
USGS	382235081500201	Coal River at Saint Albans, WV
USGS	382239078310501	AT 23073 S RIVER VA
USGS	382243080415601	AK1-A-CMT TEDROW BRANCH NR TIOGA WV
USGS	382245080290539	R02.0WILLIAMS R @ DYER WV
USGS	382245081233301	BLUE CREEK NEAR QUICK, WV
USGS	382258080431601	R52.0 MUDDLETY CR UPSTREAM OF CLEAR FK
USGS	382259082170301	103.0 MILL CREEK AT MARTHA, W. VA.
USGS	382301082072001	125.0 BIG TWOMILE CREEK NEAR MILTON, W. VA.
USGS	382308080482939	R13.0BRUSHY FK @ HWY 19 BR @ HOOKERVILLE WV
USGS	382308081091939	T22.0SYCAMORE CR D/S CHARLEY BR NR INDORE WV
USGS	382312080433801	R53.0 CLEAR FK NR MOUTH OF CLEAR FK
USGS	382313081333561	MILL CREEK AT MEADOWBROOK, WV
USGS	382314080311139	R04.0GAULEY R @ HWY 46 BR @ WILLIAMS RIVER WV
USGS	382315082064639	X10.0MUD R NR MILTON WV
USGS	382322080074239	T01.0OLD FLD FK @ HWY 219/1 BR NR SLATYFORK WV
USGS	382325081051961	LEATHERWOOD CREEK NEAR BICKMORE, WV
USGS	382336081500101	Kanawha River at mile 46.0 at St Albans, WV
USGS	382346081513500	LEFT HAND FORK AT SAINT ALBANS, W.VA.        709
USGS	382347082192101	104.0 DAVIS CREEK NEAR BARBOURSVILLE, W. VA.
USGS	382347082322901	111.0 TWELVEPOLE CREEK AT HUNTINGTON, WV
USGS	382402080160501	STRAIGHT CREEK NR JERRYVILLE SITE 1 WV
USGS	382409080511301	A9-BASE ELM CREEK NR WIDEN WV
USGS	382410082070501	127.0 CHARLEY CREEK NEAR MILTON, W. VA.
USGS	382411081302561	INDIAN CREEK NEAR PINCH, WV
USGS	382412080460601	A11-BASE LITTLE CREEK NR HOOKERSVILLE WV
USGS	382416081322801	ELK RIVER AT BIG CHIMNEY, WV
USGS	382417081064039	T21.0MIDDLE CR @ HWY 16 BR U/S FR HARTLAND WV
USGS	382419080442601	FALLS RUN NR TIOGA WV
USGS	382421082342402	OHIO RIVER AT KENOVA, W. VA.
USGS	382441082155201	136.0 CYRUS CREEK NEAR BARBOURSVILLE, W. VA.
USGS	382442081593539	U10.0HURRICANE CR @ HWY 48 BR NR HURRICANE WV
USGS	382443081480203	CROSS LANES ARMED FORCES RESERVE CENTER 03 OUTFALL
USGS	382443081480205	CROSS LANES ARMED FORCES RESERVE CENTER 05 OUTFALL
USGS	382443082214401	140.0 RUSSELL CREEK AT HUNTINGTON, W. VA.
USGS	382443082231701	141.0 UNNMD TRIB TO GUYANDOTTE R AT MI 1.35 W.VA
USGS	382448080401301	R49.0 BIG BEAVER CR NR TIOGA WV
USGS	382452080170901	STRAIGHT CREEK NR JERRYVILLE SITE 2 WV
USGS	382456082232201	GUYANDOTTE RIVER AT ROBY ROAD AT HUNTINGTON, WV
USGS	382458080070939	T02.0BIG SPRING FK @ HWY 219 @ SLATYFORK WV
USGS	382501082172801	137.0 MERRICK CREEK AT BARBOURSVILLE, W. VA.
USGS	382503082232101	142.0 UNNMD TRIB TO GUYANDOTTE R AT MI 1.00 W.VA
USGS	382504079494801	091.0 NORTH FORK NEAR GREENBANK, W. VA.
USGS	382516080213701	R30.0 TURKEY CR NR JERRYVILLE WV
USGS	382517080181539	R03.0GAULEY R @ HWY 42 BR @ JERRYVILLE WV
USGS	382521082061901	129.0 INDIAN FORK NEAR MILTON, W. VA.
USGS	382526078284701	AT 23074 POCOSIN CR VA
USGS	382540082121101	133.0 FUDGES CREEK AT ONA, W. VA.
USGS	382542080265001	R31.0 GAULEY R NR BOLAIR WV
USGS	382542082061001	128.0 KILGORE CREEK NEAR MILTON, W. VA.
USGS	382546081510101	PBS Dana Kincaid Outfall at Nitro, WV
USGS	382550082070101	130.0 KILGORE CREEK AT MILTON, W. VA.
USGS	382557082255702	OHIO R NR HUNTINGTON, W. VA.2
USGS	382606082141401	135.0 LITTLE CABELL CREEK NEAR ONA, W. VA.
USGS	382607080194501	BAUGHMAN RUN NR JERRYVILLE SITE 4 WV
USGS	382608080532001	A9-R-C ELM CREEK NR WIDEN WV
USGS	382612080194101	BAUGHMAN RUN NR JERRYVILLE SITE 3 WV
USGS	382616081264139	T27.0BLUE CR @ PRIVATE BR NR BLUE CR WV
USGS	382627081504701	Kanawha River at mile 42.2 nr Nitro, WV
USGS	382628081550401	CROOKED CREEK NR SCOTT DEPOT
USGS	382631081585701	MILL CREEK @ HURRICANE CITY PARK @ HURRICANE, WV
USGS	382634080304001	Trib to Given Run nr Arcola, WV
USGS	382636082094401	131.0 MILL CREEK NEAR MILTON, W. VA.
USGS	382637078281301	AT 23075 DEVILS DITCH VA
USGS	382637079494739	P03.0DEER CR @ HWY 28/4 @ ARBOVALE WV
USGS	382637082130701	134.0 BIG CABELL CREEK AT HOWELLS MILL, W. VA.
USGS	382638079494901	090.0 DEER CREEK NEAR ARBORVALE, W. VA.
USGS	382645081493701	Armour Creek Backwater nr Poca, WV
USGS	382648081501601	Kanawha River at mile 41.8 nr Nitro, WV
USGS	382650080552539	T18B ROBINSON FK @ HWY 15/4 BR NR ENOCH WV
USGS	382651081272354	BLUE CREEK AT BLUE CK.
USGS	382700080552339	T19B BUFFALO CR @ RR B 1000 FT U/S ROBINSN FK WV
USGS	382716081040139	T20.0BUFFALO CR @ HWY 11/9 BR @ CLAY WV
USGS	382723081555439	U09.0POPLAR FK @ I-64 BR @ MT VERNON WV
USGS	382724080535801	Trib to Buffalo Ck nr Widen, WV
USGS	382725080585461	HICKORY FORK NEAR SWANDALE, WV
USGS	382728081295201	LITTLE SANDY CREEK ABOVE MOUTH OF WILLS CREEK
USGS	382736082100501	132.0 LOWER CREEK NEAR MILTON, W. VA.
USGS	382737081232539	T25.0FALLING RK CR @ HWY 58 @ FALLING RK WV
USGS	382747081300039	T29.0L SANDY CR @ HWY 39 @ WILLS, WV
USGS	382757081290301	WILLS CREEK 1 MI ABOVE MOUTH
USGS	382809078265301	AT 23076 UNNAMED INTERMITTENT TRIB TO CONWAY R VA
USGS	382811080383339	T13B BIRCH R @ HWY 44 BR @ BOGGS WV
USGS	382815080383801	BIRCH RIVER NEAR BOGGS, WV
USGS	382819079513501	087ALLEGHENY RUN AT HOSTERMAN W.VA.
USGS	382820081171039	T23.0ELK R @ QUEEN SHOALS WV
USGS	382824081223861	LEATHERWOOD CREEK NEAR CLENDENIN, WV
USGS	382826081184061	MORRIS CREEK NEAR QUEEN SHOALS, WV
USGS	382838081501201	Bills Creek near Winfield, WV
USGS	382842080065861	ELK RIVER NEAR SLATY FORK, WV
USGS	382842081484801	Pocatalico River at Poca, WV
USGS	382859081481901	Heizer Creek at Poca, WV
USGS	382902080175939	T03.0LEATHERWOOD CR @ HWY 26/4 BR @ BERGOO WV
USGS	382924081475701	Manila Creek near Poca, WV
USGS	382931078270101	AT 23077 UNNAMED INTERMIT TRIB TO E BR NAKED CR VA
USGS	382936080163561	BERGOO CREEK NEAR BERGOO, WV
USGS	382953080451361	POWELL CREEK AT BIRCH RIVER, WV
USGS	383003079194201	SO. FORK SO BR. POT. RIV @ SUGAR GROVE ,WV
USGS	383004078261101	AT 23078 MILL PRONG VA
USGS	383005081245401	WILLS CREEK BELOW JORDAN LIGHT CHURCH
USGS	383019080450161	MILL CREEK AT BIRCH RIVER, WV
USGS	383051081212501	BIG SANDY CREEK NEAR CLENDENIN, WV
USGS	383058081423839	U08.0FROG CR @ HWY 30 BR NR CAMP VIRGIL TATE WV
USGS	383101080465761	BIRCH RIVER NEAR MORRIS, WV
USGS	383108080351939	T07.0LAUREL CR @ HWY 9 BR @ ERBACON WV
USGS	383109078265001	AT 22024 HAWKSBILL CREEK VA
USGS	383109079504001	084.0 ELK CREEK NEAR DURBIN, W. VA.
USGS	383110078263601	AT 23079 HAWKSBILL CREEK VA
USGS	383131080104661	ELK RIVER AT SAMP, WV
USGS	383132081544002	KANAWHA RIVER AT WINFIELD, W. VA.
USGS	383135081375039	U07.0POCATALICO R @ SISSONVILLE WV
USGS	383137081185539	T24.0BIG SANDY CR D/S L BLUE CR NR CLENDENIN WV
USGS	383145078260201	AT 23080 LITTLE HAWKSBILLE CR VA
USGS	383150081202439	T28.0LEFTHAND CR @ HWY 119/3 BR NR CLENDENIN WV
USGS	383152078570907	MUDDY CREEK AT SINGERS GLEN, VA
USGS	383220079463001	075.0 EAST FORK GREENBRIER R AT BARTOW, W. VA.
USGS	383247079475701	076.0 JOHNS RUN AT FRANK, W. VA.
USGS	383309080021539	C01.0TYGART VLY R @ HWY 15 BR @ VALLEY HEAD WV
USGS	383319078230201	AT 23082 CEDAR RUN VA
USGS	383323079440501	074.0 LITTLE RIVER NEAR THORNWOOD, W. VA.
USGS	383323080574039	T17B GROVES CR @ R R BR @ GROVES WV
USGS	383324080192961	SUGAR CREEK AT SKELT, WV
USGS	383327078231501	AT 21095 EAST HAWKSBILL CREEK VA
USGS	383328081373239	U06.0MIDDLE FK @ HWY 42 BR NR ROMANCE WV
USGS	383333080534039	T16B STRANGE CR @ HWY 40 NR STRANGE CREEK WV
USGS	383333081380539	U05.0POCATALICO CR @ RT 21 BR NR ROMANCE WV
USGS	383336080270639	T08.0GRASSY CR @ HWY 20 BR @ DIANA WV
USGS	383342079254601	SOUTH BRANCH POTOMAC RIVER @ MOYER GAP, WV
USGS	383351080264261	RIGHT FORK HOLLY RIVER AT DIANA, WV
USGS	383357079491701	081.0 MOUNTAIN LICK CREEK NEAR OLIVE, W. VA.
USGS	383401080535261	ELK RIVER AT STRANGE CREEK, WV
USGS	383410080182039	T05.0SUGAR CR U/S FROM L SUGAR CR NR SKELT WV
USGS	383411079432901	073.0 GUM CABIN CREEK NEAR THORNWOOD, W. VA.
USGS	383412080182239	T04.0L SUGAR CR @ HWY 18/3 NR SKELT WV
USGS	383429080480439	T15B BIRCH R @ HEROLD WV
USGS	383429081154261	LEFTHAND RUN AT AMMA, WV
USGS	383431077210101	PRINCE WILLIAM FOREST PARK PYRITE MINE
USGS	383436077212901	PRW371
USGS	383436077214001	PRW370
USGS	383438079421301	072.0 LONGRUN NEAR THORNWOOD, W. VA.
USGS	383442077252601	PRW101
USGS	383443081143201	BIG SANDY CREEK NEAR AMMA,WV
USGS	383444080440439	T14B L BIRCH R @ HWY 40/15 NR LITTLE BIRCH WV
USGS	383456077224901	PRW247
USGS	383458077250801	PRW114
USGS	383505077242801	PRW424
USGS	383512077243601	PRW127
USGS	383518079324601	NO. FORK SO. BR. POT. RIV. NR STATE LINE
USGS	383521077221001	PRW262
USGS	383524081483800	EZEKIEL BRANCH NEAR FORKS OF COAL W VA       612
USGS	383526078222501	AT 23083.5 UNNAMED INTERMIT TRIB TO ROBINSON R VA
USGS	383528077144800	POTOMAC RIVER AT LEESYLVANIA SP NR SOUTHBRIDGE, VA
USGS	383528077221001	PRW263
USGS	383529081104201	MIDDLE FORK AT NEWTON,WV
USGS	383534077210601	PRW331
USGS	383542077240001	PRW227
USGS	383543077241601	PRW226
USGS	383550078224601	AT 23083 SOUTH FORK DRY RUN VA
USGS	383550080292039	T06.0ELK R BELOW WEBSTER SPRINGS WV
USGS	383603079210901	 THORN CREEK AT LOW WATER BR
USGS	383614077212401	PRW301
USGS	383635077243901	PRW157
USGS	383638077221201	PRW315
USGS	383639077222201	PRW314
USGS	383655077251301	PRW146
USGS	383656078212001	AT 23084.5 UNNAMED EPHEM TRIB TO N FORK DRY RUN VA
USGS	383657077255101	PRW516
USGS	383659079482439	P02.0L RIVER @ HWY 44 BR @ MOUTH NR WILDELL WV
USGS	383701079483001	080.0 LITTLE RIVER NEAR MAY, W. VA.
USGS	383702079521339	F01.0SHAVERS FK @ HWY 250 BR @ CHEAT BRIDGE WV
USGS	383712077253401	PRW172
USGS	383718081542839	U13.018-MILE CR @ HWY 6 BR @ WHITE STAR SCH WV
USGS	383722081485039	U12.0CHERRY FK @ HWY 5/3 BR NR PARADISE WV
USGS	383741081483439	U11.018-MILE CR @ HWY 5 BR NR PARADISE WV
USGS	383755080275400	RT FK HOLLY RIVER AT GUARDIAN W. VA.
USGS	383804080192239	T10B0L FK HOLLY R D/S FALL RUN NR HACKER VLY WV
USGS	383808080275839	T09.0R FK HOLLY R @ GUARDIAN WV
USGS	383809078190801	AT 23084 HAZEL RIVER VA
USGS	383817078185101	AT 22026 UNNAMED INTERMIT TRIB TO THORNTON R VA
USGS	383817081240739	U03.0POCATALICO R AT HWY 119 BR @ WALTON WV
USGS	383827079482239	P01.0W FK GREENBRIER R @ RR BR NR WILDELL WV
USGS	383832081282339	U04.0FLAT FK @ HWY 32 BR @ RYAN WV
USGS	383838077135701	OCCAQUAN NWR ONWR-01
USGS	383839080235061	HODAM CREEK AT HACKER VALLEY, WV
USGS	383839081115701	Hollywood Run
USGS	383854080232961	LEFT FORK HOLLY RIVER AT HACKER VALLEY, WV
USGS	383912080225339	T11.0LAUREL FK @ HWY 3 @ HACKER VLY WV
USGS	383935079190501	SO. BR. POT. RIV. BELOW FRANKLIN, WV
USGS	383936079585339	C02.0BECKY CR @ HWY 56 BR NR HUTTONSVILLE WV
USGS	384020079290201	 HARPER RUN NR CIRCLEVILLE
USGS	384036080461461	LITTLE OTTER CREEK AT GASSAWAY, WV
USGS	384040079291001	 N FK SOUTH BRANCH POTOMAC RIVER NR CIRCLEVILLE
USGS	384054082111702	OHIO RIVER AT GALLIPOLIS DAM, W. VA.
USGS	384119080260139	T12B L FK HOLLY R NR REPLETE WV
USGS	384142081511139	U15.0MUDLICK FK @ HWY 35/10 BR @ ELMWOOD WV
USGS	384148078192001	AT 23085 ROCKY BROOK VA
USGS	384221077172201	DAVIS RUN OCCOQUAN
USGS	384234081055839	M25.0W FK L KANAWHA R @ HWY 16 BR @ MINNORA WV
USGS	384244079464501	078.0 SNORTING LICK RUN AT WILDELL, W. VA.
USGS	384246079464501	077.0 WEST FK GREENBRIER R AT WILDELL, W. VA.
USGS	384247081525439	U14.0POPLAR FK @ HWY 35/10 BR @ CAPEHART WV
USGS	384310081124039	M27.0HENRY FK @ HWY 25 BR @ LINDEN WV
USGS	384322080555839	M19.0R FK STEER CR @ HWY 9 BR NR ROSEDALE WV
USGS	384328081085839	M26.0BEECH FK @ HWY 13 BR @ MILO WV
USGS	384348080231739	M02.0R FK L KANAWHA R @ HWY 20 BR @ CLEVELAND WV
USGS	384352080084839	C13.0L F R F BUCKHANNON R @ HWY 46 BR @ CZAR WV
USGS	384353079573501	TYGART VALLEY RIV NR HUTTONSVILLE
USGS	384359081024039	M24.0L FK @ HWY 11/3 BR @ EUCLID WV
USGS	384400080312339	M03.0L KANAWHA R NR WILDCAT WV
USGS	384401079584939	C03.0MILL CR @ HWY 46 BR @ MILL CREEK WV
USGS	384440080140939	C12.0R F BUCKHANNON R @ HWY 48 BR @ NEWLONTON WV
USGS	384445078170301	AT 21007 UNNAMED EPHEMERAL TRIB TO PINEY RIVER VA
USGS	384517080093039	C14.0L F BUCKHANNON R @ HWY 9 BR @ PALACE VLY WV
USGS	384520078160601	AT 23088 KEYSER RUN VA
USGS	384521078164301	AT 23087 PINEY RIVER VA
USGS	384531078162101	AT 23088.5 UNNAMED TRIBUTARY TO PINEY RIVER VA
USGS	384531078180301	AT 23086 JEREMYS RUN VA
USGS	384543078162701	AT 22027 UNNAMED EPHEMERAL TRIB TO GOONEY RUN VA
USGS	384607080365939	M05.0SALTLICK CR @ U/S 19 BR @ SALTLICK BRDG WV
USGS	384608080443339	M16.0PERKINS FK @ HWY 19/26 BR @ EXCHANGE WV
USGS	384627080444739	M17.0CEDAR CR @ RR BR @ MOUTH @ EXCHANGE WV
USGS	384628080325739	M04.0FALLS RUN @ HWY 24/1 BR @ FALLS MILL WV
USGS	384641078155101	AT 23088.3 GREASY RUN VA
USGS	384653080130301	Left Fork Buckhannon River nr Alexander, WV
USGS	384657080554639	M20.0CROOKED FK @ HWY 52/4 BR @ PERKINS WV
USGS	384658080132201	Right Fork Buckhannon River @ Alexander, WV
USGS	384712079160101	SO. BR. POT. RIV. @ UPPER TRACT, WV
USGS	384714078103201	AT 23090 UNNAMED EPHEMERAL TRIB TO SPRUCEPINE BR
USGS	384722080504939	M21.0L FK STEER CR @ HWY 7/1 BR NR CHAPEL WV
USGS	384740078102701	AT 23091 WATERFALL BROOK VA
USGS	384748081325901	RIGHT FK FROZENCAMP CREEK NR RIPLEY WV
USGS	384749077022500	POTOMAC RIVER AT FORDS LANDING AT ALEXANDRIA, VA
USGS	384755077022600	POTOMAC RIVER NEAR MARINA PARK AT ALEXANDRIA, VA
USGS	384759080203839	M01.0L KANAWHA R @ HWY 20 BR @ ARLINGTON WV
USGS	384802077022200	POTOMAC RIVER AT WOLFE STREET AT ALEXANDRIA, VA
USGS	384803081205839	M28.0SPRING CR @ HWY 33 BR @ SPENCER WV
USGS	384806081375801	ELK FORK NEAR MOUTH NR RIPLEY WV
USGS	384811077022100	POTOMAC RIVER AT PRINCE STREET AT ALEXANDRIA, VA
USGS	384811082121801	OHIO RIVER AT GALLIPOLIS
USGS	384815077022200	POTOMAC RIVER AT 2 KING STREET AT ALEXANDRIA, VA
USGS	384816077022500	POTOMAC RIVER AT 101 KING ST AT ALEXANDRIA, VA
USGS	384823077022000	POTOMAC R AT FOUNDERS PARK DOCK AT ALEXANDRIA, VA
USGS	384823077022300	POTOMAC RIVER AT FOUNDERS PARK AT ALEXANDRIA, VA
USGS	384827079441639	F02.0SHAVERS FK @ BEMIS WV
USGS	384829079163401	SO BR POTOMAC R NEAR UPPER TRACT, WV
USGS	384840079233501	NO. FORK SO. BR. POT. RIV. @ SENECA ROCKS, WV
USGS	384844077021800	POTOMAC RIVER AT 100 MADISON ST AT ALEXANDRIA, VA
USGS	384844077022200	POTOMAC RIVER AT 120 MADISON ST AT ALEXANDRIA, VA
USGS	384905080024139	C09.0MIDDLE FK R @ HWY 35 BR @ CASSITY WV
USGS	384933080020639	C10.0CASSITY FK @ HWY 35 BR @ CASSITY WV
USGS	384935082073201	KANAWHA RIVER AT POINT PLESANT, WV
USGS	384939078095601	AT 23092 INDIAN RUN VA
USGS	384941078112001	AT 23089 LANDS RUN VA
USGS	384952081335201	LITTLE CREEK NR RIPLEY WV
USGS	384953080115701	Buckhannon River @ Beans Mill, WV
USGS	385015079523339	C04.0FILES CR @ HWY 219 BR @ BEVERLY WV
USGS	385026079042701	SO. FORK SO. BR. POT. RIV. @ PERU, WV
USGS	385048078522001	COLLIERS RUN NR MATHIAS, WV
USGS	385102080574839	M22.0L FK STEER CR @ HWY 119/21 BR @ LOCKNEY WV
USGS	385111080093301	TEN MILE C NR TALLMANSVILLE WV
USGS	385119079094201	S Mill CR NR Mozer, WV
USGS	385122079245639	A01.0ROARING CR @ HWY 5/1 BR @ ONEGO WV
USGS	385133079280501	SENECA CREEK NR SENECA ROCKS,WV
USGS	385137079583900	ROARING CREEK TRIB NR MABLE WV (RT 10-1)
USGS	385138082081101	Ohio River at mile 264.0 nr Point Pleasant, WV
USGS	385149080385539	M06.0OIL CR @ PRIVATE BR @ BURNSVILLE WV
USGS	385152079332839	F05.0DRY FK D/S STINKING RUN @ JOB WV
USGS	385207080272939	D01.0WEST FK R @ HWY 44 BR @ WALKERSVILLE, WV
USGS	385211079582900	ROARING CREEK TRIB NR MABLE WV (RT 8B-1)
USGS	385220079591800	MINE DR TO ROARING CREEK TRIB NR MABLE WV (RM-3)
USGS	385223079592700	ROARING CREEK TRIB NR MABLE WV (RT 8F-7)
USGS	385230078514401	UPPER COVE RUN @ MATHIAS, WV
USGS	385232080155239	C15.0LAUREL FK @ HWY 20/10 BR NR ADRIAN, WV
USGS	385303079355839	F04.0LAUREL FK @ HWY 33 BR @ WYMER WV
USGS	385304079575700	ROARING CREEK TRIB NR COALTON WV (RT 8-1)
USGS	385307080175339	C16.0FRENCH CR @ HWY 20 BR @ FRENCH CREEK WV
USGS	385309080002400	FLATBUSH FORK NR PUMPKINTOWN WV (2X)
USGS	385319080000800	ROARING CREEK TRIB NR PUMPKINTOWN WV (RT 9-2)
USGS	385326079590400	ROARING CR TRIB 6-12 NR COALTON WV
USGS	385333079384039	F03.0GLADY FK @ HWY 33 BR @ ALPENA WV
USGS	385342079512439	C05.0CHENOWETH CR @ HWY 23 BR @ ELKINS AIRPORT
USGS	385346079585000	ROARING CREEK TRIB NR COALTON WV (RT 6-21)
USGS	385346080065239	C11.0RIGHT FK @ HWY 28/1 BR NR KEDRON WV
USGS	385347082044039	L01.0OLDTOWN CR @ HWY 13 BR @ MCCLINTIC WLS WV
USGS	385348079581400	ROARING CR TRIB 6-2 AT COALTON WV
USGS	385350079581200	ROARING CREEK TRIB AT COALTON WV (RT 6-1)
USGS	385413079571800	ROARING CREEK TRIB NR COALTON WV (RT 4-1)
USGS	385413079575800	WHITES RUN AT COALTON WV (RT 5-1)
USGS	385421079583700	WHITES RUN NR COALTON WV
USGS	385435080124201	112.0 FLEMING RUN AT AVLON, W. VA.
USGS	385502079410901	TAYLOR RUN NEAR BOWDEN, W. VA.
USGS	385502079411101	STALNAKER RUN NEAR BOWDEN, W. VA.
USGS	385505079592900	GRASSY RUN TRIB NR NORTON WV (GT 7-2)
USGS	385506080124801	113.0 ANTHONY CREEK AT ALVON, W. VA.
USGS	385509079523400	TYGART VALLEY RIVER SPILLWAY NEAR ELKINS, WV
USGS	385513079584400	GRASSY RUN TRIB NR NORTON WV (GT 8-5)
USGS	385517079583300	MINE DR TO GRASSY RUN TRIB NR NORTON WV (GT 6-1)
USGS	385524079564700	ROARING CREEK TRIB NR NORTON WV (RT 2-1)
USGS	385528078001901	AT 23093 UNNAMED TRIBUTARY TO GOOSE CREEK VA
USGS	385530080403639	M08.0INDIAN FK @ HWY 36 BR @ BLACKBURN WV
USGS	385535079574500	GRASSY RUN TRIB NR NORTON WV (GT 1-1)
USGS	385536080131401	114.0 LITTLE CREEK NEAR ALVON, W. VA.
USGS	385538079574800	MINE DR TO GRASSY RUN TRIB NR NORTON WV (GT 1-3)
USGS	385541079574400	MINE DR TO GRASSY RN TRIB NR NORTON WV (GT 1-10)
USGS	385542079564700	ROARING CREEK TRIB NR NORTON WV (RT 1-1)
USGS	385556082080101	MUD RIVER AT MILTON WV
USGS	385558079574800	GRASSY RUN TRIB AT NORTON WV (GT 1-9)
USGS	385603080294039	D02.0WEST FK R @ HWY 19 BR @ ROANOKE WV
USGS	385605079570039	C08.0ROARING CR @ HWY 21/1 BR @ NORTON WV
USGS	385606079544400	TYGART VALLEY R AT AGGREGATE BL ELKINS WV
